Review,Score
"범죄도시의 모든 시리즈가 실제 사건을 모티브로 만들어진다. 또 하나의 특징은 빌런들이 다 멋지고 섹시하게 나온다. 이 두개를 결합해보자면 실제 범죄자가 있는 그 사건을 가져와서 그 범죄자를 보기 좋게 포장했다는 것이다. 설령 영화가 실제 사건의 모티브만 가져오고 사건의 전개는 각색했다고 한들 이미 모티브가 있다는 것을 알아버린 이상 영화와 사건을 서로 뗄 수가 없다. 이것이 과연 윤리적인 것인지 의문이 든다.

그냥 흥행을 위해 빌런을 포장해야 된다. 만약 빌런이 다 찌질하고 매력 없으면 그 배역은 누가 맡으며 그런 걸 사람들이 좋아하겠냐고 할 수 있다. 그럼 <추격자>는 어떠한가 <살인의 추억>은 어떻고 핀처의 <조디악> 또 어떻냐. 그 영화들은 실제 모티브도 있고 분명히 상업적인 용도로 만들어진 영화들이다. 그렇지만 빌런을 멋지고 매력적이고 섹시하게 미화시키려고 하지 않는다.

나도 빌런이 다 찌질하고 멋이 없다면 영화가 재미 없어질 것이고 흥행에도 실패할 수 있을 것이라는 것을 동의한다. 모든 영화가 빌런을 매력적으로 만들지 말라는 게 아니다. 실제 모티브가 있는 영화의 빌런을 그렇게 만들면 안 된다는 것이다. 오리지널 스토리의 상업 영화에서 그런 빌런이 나오는 것은 아무 문제 없다. 그렇지만 우리나라 범죄 영화의 다수가 실제 모티브가 있고 거의 다 빌런이 멋지다. 이것은 감독의 시나리오 능력과 연출 능력의 부족 때문일 것이다. 왜냐하면 실제 모티브를 가져오면 시나리오 작성도 더 쉬울 것이고 멋진 빌런이 나온다면 흥행도 더 쉬울 것이기 때문이다. 그리고 이런 영화를 만들도록 권하는 제작사의 문제도 있을 것이다. 마지막으로 이런 영화를 보며 아무런 윤리적 의문을 품지 않는 관객들의 잘못도 있을 것이다.",1.0
,2.5
액션 개머싯다..,3.5
늘 비슷한 스토리지만 악역의 섹시함 때문에 0.5점 더 주게 되는 영화,3.0
예상했던 내용이 화끈하게 보여짐 오락영화가 이정도면 됬지… 그래도 장첸만한놈아 없네…,3.0
"착착 쌓아가던 빌런 계승도가 무너져내린거같음
물론 마동석 원탑물이고
이것저것 합쳐져서 개쌘빌런이 왓다고는 하지만..
너무 쉽게 당한 것 같기도 하고..
그래고 항상 하던대로 웃겨주는 건 최고
액션도 그다지 나쁘진 않음",3.0
이제 그만해라 좀,1.0
"정해인 얼굴 보기용 영화.
그전에는 못 느꼈는데, 정해인이 악역을 맡으니 잘생겨보였다. 그외 영화관에서 돈 주고 보기는 아깝다.",1.0
시리즈물로 나와도 재밌지않을까,3.5
이렇게 욕을하지만 5가 나오면 또 보긴 보겠지,2.0
익숙해져버린 통쾌,3.0
"241021 @디즈니+

3편 보다는 낫다.

액션은 좋은데
비장하게 준비했을 유머는
투캅스만 못하다.",3.0
"시리즈물 기대주에서 가장 최악의 예시로 전락.
본인들을 너무 과소평가했다.",1.0
미음 놓고 편안히 볼 수 있다는 장점,3.0
삐그덕 삐그덕 거려도 마석도 액션,3.0
이 시리즈는 점점 힘이 빠지는 느낌이다,2.5
이제 좀 지겨워요 돈리햄..,2.5
뿌링클 맨날 먹어도 맛있음,3.0
점점 싱거워지긴한다,3.5
"내용연출 발전 없는거야 예상했으니 그렇다 쳐도
음향이 특히 촌스러워서 놀랐다
추구미가 뭔지 알겠어서 더 슬퍼짐",2.5
"이번은 비행기 안이라 벨을 누를 수도 없네
.
박치기를 해서라도 칼을 꽂는 백창기",3.0
시리즈가 계속 되다보니 대한민국 경찰청에서 만든 홍보 영화 같은 느낌을 받기도. 아니 그리 나쁘다는건 아니고 ㅋㅋ,3.0
전편보다는 개그 요소를 조절한 느낌.,2.5
킬링타임 마동석나오면 걱정이사라짐,3.5
"물 들어올 때 노 젓는거 이제 끝, 감독을 잘 뽑아서 범죄도시 다크나이트 만들지 않는 이상, 범죄도시는 그만봐도 되겠다",1.0
"기대없이 보면 재밌음

원래 범죄도시 안봤던 사람이면 재밌어하는듯
전작 사람들은 기대에 비해 아쉬워함",4.0
이제 어떻게 흘러갈지 예상이 다 간다. 내가 시나리오 써도 될 듯,2.5
"#나름대로 변주는 줬지만 결국 공식에 따라가는 시리즈. 그 와중에 퇴보하는 편집과 연출.

#그래도 액션은 포기하지 않겠다는 의지가 보였고 백창기도 괜찮았다. 김무열 섹시해..

#사실 가장 위태로운 문제는, 마석도의 캐릭터 묘사에 갈수록 무심해진다는 점. '뻔한 것', '무시해도 될 만한 것'으로 여겨지는 시점부터 시리즈의 생명은 꺼지기 시작한다.

[XOOXXOOXO]",3.0
"원펀치 4번째, 까지는 버티겠다. 5번째는 과연..",3.0
도파민이 사라진 도시,2.5
빌런이 약한만큼 마동석도 약해보인다,2.0
모든게 완벽하다고 착각하게 만드는 액션,2.0
앞 시즌을 안 보고 이것부터 봤다 아 이래서 시즌8까지 예약이 되어 있는 구나 싶었음,3.5
그만.. 이제 멈춰..,0.5
3보다 나은건 장이수의 존재,2.0
"그나마 김무열은 빛난다

https://zzonna1984.blogspot.com/2024/10/4.html",3.0
백창기 귀엽네,3.0
"더이상 이 시리의 쾌감이 느껴지지 않는다
우려내고 우려냈지만 슴슴하다",2.5
미안한데 난 진짜 특정 배우를 범죄물에 쓸 때 왜 쓰였는지 이해가 안가더라...,2.0
딱 범죄도시 3편에서 몇 가지만 바뀐.,3.0
뇌절 그만,2.0
범죄 소재도 현실적이고 빌런이 갈수록 극악무도해지니 뻔하지만 통쾌하다.,4.0
"""FDA 폴리스 다크 아미. 비밀경찰이야.""",2.0
"많은 기대를 하고 보는 영화는 아니지만 천만다운 무언가는 느낄 수 없는 마동석 액션 차력쇼
또한 시리즈가 거듭될 수 록 약해지는 빌런의 매력",2.0
어찌됐건 재밌다,2.0
"범도3 보고는 다시는 보지말아야지 했는데
꽤 재밌었다 빌런이 이정도는 되야지

이미 다 알아서 질리는 맛도 가끔은 생각나더라
장이수 귀여워",3.0
sy,3.5
비슷하긴 해,2.5
시리즈가 거듭되면서 떨어지는 폼.,2.0
"왜 굳이 약속을 어겼을까?
창기의 범생 헤어스타일이 계속 거슬렸다.",2.5
이런 영화도 있고 저런 영화도 있는법,2.0
"4의 건재함, 안보이는 곳에서 힘쓰시는 분들의 노고에 감사드립니다.",4.0
"마동석 나올 땐 재밌다가 딴 애들 나오면 노잼,,",3.5
늘그렇듯..... 엥? 사실지금 뭔내용이었는지 기억안남,2.5
"""형사가 저런 맛이 있어야지.""

어떻게 보면 네번째 동어반복.
하지만 언제 이런 거 작품성 기대하고 봤겠나.
성룡이나 장 끌로드 반담 영화 기다리는 것과 같다.

얄궂은 건 전 세계 영화 중에서 사이버 범죄와 그 대응을 가장 그럴 듯하게 그렸다는 점이다.
어쨌든 대본 작성 단계부터 사전 조사를 제대로 했다는 말이다.

천재 해커가 ""들어간다""는 대사와 함께 키보드를 피아노 치듯이 치는 게 아니라.
실제로는 범죄자를 줘패는 것이 불가하니, 적당한 판타지 위에 현실감을 제대로 입혔다.

어차피 전개는 눈에 선하니 나는 OTT에 뜰 때까지 기다렸다.
개봉 중일 때 친구들과 약속이 생겼다면 이걸 보러 갔었겠지.
그게 무난한 오락영화의 역할이다.

진짜 문제는 그 때 다른 영화가 걸리지 못하도록 개봉관을 독점했단 것이다.
신통할 정도로 독과점에 관대하고 친절한 대한민국 법률은 관객들이 영화를 고를 자유를 주지 않는다.

극장 몰락의 이유가 100% OTT 때문은 아니다.
""이 식당들 다 다른 데 같죠? 아니야, 다 한군데서 독점하는 거라!""
CJ는 일본의 토호 영화사처럼 되고 싶은 것인가.",3.5
이젠 슬슬 질린다...,2.0
'밀어',5.0
"마석도의 능청스러운 파워, 백창기의 남자다운 살벌함, 장이수의 신들린 코미디. 범죄도시4의 삼합(三合).",3.5
점점 범죄 수사물에서 코미디물로 중점이 옮겨가는 범죄도시. 이젠 가볍게 즐기기 좋은 코미디 영화가 되어버렸다.,3.0
이젠 웃기지도 않아,1.5
"조금 더 진지해도 괜찮을 것 같다
실패는 없지만 너무 같은 패턴이 반복된다",2.5
비빔밥 같은 영화 어쨌든 맛있잖아요?,3.0
"김무열의 나이프액션이 굉장했다.
진짜 무표정하게 잘했다.
근데 마동석의 강력한 귀싸대기가 예전만 못한거같아서 좀 아쉽다.
그리고 벌써 4편이면 세계관이 연결될텐데 지난 3개의 영화에서의 활약으로 주인공을 비롯한 광수대팀원들도 승진이라던지 성장도 있어야하는게 아닌가.. 훔.",4.0
기본은 하는 팝콘 무비.,3.0
잔혹함이 줄고 액션의 합은 정교해졌지만 퇴화한 영화의 쾌감.,2.5
범죄도시 시리즈를 처음본거라 잘 모르겠지만 나쁘지않았다,2.5
이젠 너무 뻔하다,2.5
혹시나 하고 봤는데 역시나... 이젠 지루하다..,1.5
오락영화 느낌s,1.5
뭐지? 감독바꼈나?,3.0
슬…슬 유통기한 오는거같네요,2.5
"마동석, 진실의 방으로",2.5
"이동휘, 김민재 배우는 누가 연기 잘한다고 하냐?

OLED48",1.0
시리즈의 단점에 '베팅',2.0
뻔한데도 계속 보게되는,3.0
이강인선수를 그렇게 때리면 우짭니까,3.0
넘 지루...,2.0
"“3편 보다는 낫다!” 가
캐치프레이즈일 정도로 내세울게 없다니..
심지어 3편보다 못한 완성도와 캐릭터로
이젠 단순한 반복조차도 못하고 있다.",2.0
ocn 드라마가되버렷네,2.0
"기내용으로 나쁘지않다
장이수는 이제 뺄 수 없는 주인공이다",2.5
항상 먹던 걸로,3.0
자기복제의 끝은 노화임을,2.0
"마동석이 감독이고
허명행은 바지감독이라는 것에
내 손목을 건다",2.5
"관성이 훑고 간 폐허. 대사, 액션, 캐릭터...꼬라지 하고는.",2.0
"남는 건 없지만 과자 까먹으면서 보면 익숙한 그 맛에 냠냠냠. 반가워요 권 교수님!

Folice Dark Army!",2.5
19세 다시하자 너무 노잼이다,0.5
"일정한 플롯의 구조가 주는 비슷한 맛의 즐거움이 있는데, 본지 이틀지나고 악당이 누구였는지 까먹을 만큼 임팩트 없는 시리즈물이 된 것 같다. 그래도 방금 다시 찾아본 등장인물 빌런인 김무열 역할은 무섭고 배우는 멋있었다. 어떻게 끝났더라 참.",2.5
"이동휘 왜나온거임? 없어도 아무 지장없는데.

그리고 이럴거면 담부턴 걍 판타지로 가자..",1.5
"시리즈의 장점은 안전하다는거
반대로 예측 가능하다는거
딜레마로 가는 과정에 서있다",2.5
그래도 이주빈이 예뻐서 봐줄게.,1.0
"익숙한 맛이기에 일단 먹어보지만
익숙한 맛이 이제는 슬슬 물린다",2.5
나오면 나올수록 전편이 안쓰럽다,2.5
"1. 무난한 시리즈 물로 진화!
2. 장첸이 진짜 악역중 임팩트가 컸다
3. 무난",3.0
쉼이 필요한 영화,2.5
"현재 가장 잘팔리는 프랜차이즈인데, 화면 때깔이 너무했다. 무신경함에 헛웃음이 새는 한편",1.5
유쾌하고 간단해서 참 좋았다.,4.0
멍청이들의 우당탕탕 한마당,2.0
아는맛이지만 범죄도시는 아는맛이라서 좋다,4.0
3보다 존잼,4.0
카메오의 참을 수 없는 발연기는 의도된 거였다고 믿고 싶다,3.0
악역의 무게감이 아쉽지만 딱 타이틀 값만큼 한 영화,3.5
현대사회 속에서 이미 맛을 아는 영화도 가끔은 나와야 하지 않겠는가. 맛을 알아서 더 맛있는 것도 있는 법이다.,3.5
백아연 - 이럴거면 그러지말지,2.0
자기 복제 그 이상도 이하도 아닌 시리즈가 되어 버렸어.,2.0
뻔하지만 장이수가 웃기긴함 이동휘캐릭터 더 매력적인 악역일 수 있을 거 같은데 아쉽고 영화가 너무 뻔해서 4쯤 왔으면 새로운 시도 해볼법 한데 아쉬움,1.5
3보단 낫더라,2.0
241005 토,3.0
"흥행 장점만 모아놓다보니, 한국영화의 단점들만 나열하게 된다.",1.0
"이전 시즌의 이준혁 배우를 좋아하지만, 너무 정석 미남 스타일이라 그런건지 빌런으로서 임팩트가 다소 아쉬웠었는데, 이번 시즌의 김무열은, 감탄하며 봤던 손석구 배우의 강해상이 내뿜었던 향을 조금이나마 느끼게 해준듯. 그래서 그런지 스토리의 밀도와는 별개로 재밌게 즐겼다.",2.5
"이제는 식상해져 가는 시리즈, 그래도 3편보다는 나은 것 같다.",2.5
"장이수 솔로 무비 ㄱㄱ
군더더기 없이 깔끔한 맛
이범수 오버 연기만 빼면 더 좋을 듯",4.0
만화책 럭키짱 같은 영화,1.5
"아이고 권교수님💖💖💖💖💖💖💖💖💖

이동휘는 연기 진짜 영 못쓰겠다🥲
그래도 1>2>4>>>>>>>>3임. 편집이 좀 나아진 거 같아서 1편 같은 쫀쫀함 한번 더 보기를 기대해 봄..",3.0
"(Disney+)

와 ㄹㅈㄷ.. 진짜 너무 재미없어서 보다 잤음..",1.5
"이동휘 이무열 이주빈 연기 보는 재미가 있따
우리나라 고유 영화 시리즈로써 의미가 크다
영화적으로 믿을 수 있는 영화다.
잘 만들진 않았지만 믿을 수 있는 영화.
고민 없이 볼 수 있다는 건 엄청 커다란 메리트다.
영화 자체가 장르가 되고 텍스트가 된다.
당연히 영화학적으로 훌륭하진 않지만
더 이상 그것은 이 영화시리즈에 문제가 되지 않는다.",3.0
재미를 돈주고 샀다. 그게 전부,2.0
장이수의 매력은 계속 이어진다...,3.5
"어? 생각보다 재밌는데...?!
그리고 범죄도시의 핵심은
장이수였다",3.5
그저 그런 가족 영화 정도,2.0
우리 이제 그만 만나자.,2.0
어휴 진부해..,2.0
3보다 낫네,3.5
떠나야할 때를 모르고 박수만 찾는,2.5
"감독이 특별한 의미부여를 하지 않는 이상
범죄도시는 무조건 3점이 기본",3.0
장이수 착하네..,3.0
역대 범죄도시 시리즈 중에 제일 재밌는 개명작 띵작 액션 코미디 미친 코미디 그냥 미친놈,5.0
"조마조마해질 틈이 없어서 믿고 보면 되는데, 잔인한 부분들은 좀 줄여도 좋겠다.",3.0
"3보다 괜찮은데
우려먹는 액션이랑 대사가 여전하다
우리가 원하는 건 새로움이다",3.0
주먹소리 중독성;;,3.0
"더 이상 어떤 긴장감도 느껴지지 않는 폭력, 이제는 희열이 없는 주먹의 타격감.",2.0
"스토리가… 없잖아 이제는? 범죄도시 시리즈는 이제 마동석의 맨즈 헬스, 보석함으로 전략한 것인가",2.5
"3을 보고 4를 보면 4점
2를 보고 4를 보면 3점
1을 보고 4를 보면 2점",2.5
아는맛인데 질릴법한데 아직은 맛있다,2.5
"장이수가 하드캐리 했다!!!
장이수만 기억에 남는다.",3.0
"사족이 많이 늘었다. 강력한 악, 더 강력한 선의 충돌에서 오는 카타르시스를 형상화하는 것 외에는 사실 다른 욕심을 내지 않아도 되었을텐데.
@Disney+",2.0
"여전한 액션, 아쉬운 유머, 이상한 빌런, 위기의 시리즈.",2.0
너무나도 익숙해서 온갖 폭력마저 아프지 않다.,2.5
동석이형도 슬슬 지쳐간다,3.0
이런 영화도 있어야지,4.0
공장형 시리즈인데 또 항상 재미없진 않은?,3.0
역시 범죄도시는 빌런맛이지,3.5
진짜 노잼,2.0
"시리즈가 진행 될 수록 별 점 하락
장이수 캐릭터만 살아 남을 듯 ㅋ",2.5
"여전히 같은 길을 가지만, 여전히 때려잡는 쾌감.",3.0
무난하고 진부한,2.0
2024.10.01 디즈니플러스,3.5
"연속되는 <범죄도시>의 성공을 텍스트 외부(예를 들어 독과점 등등을 운운하는)에서 찾을 것이 아니라 마동석이 매력적인 남성성의 캐릭터로 자리잡게 되면서 재현하지 못하는 서사는 무엇이고, 사라진 캐릭터는 무엇인지, 즉 구체적인 남성 영화의 계보 속에서 무엇을 잃고 무엇을 얻었는지 따져야 한다.

(2024.09.23)",0.5
실력도 없는 감독이 뒷배로 감독 타이틀을 땄을 때,0.5
"살아있는 캐릭터의 힘이 얼마나 대단한 것인지
시리즈를 이끄는 건 온통 한 인물의 매력이다",3.0
빌런이 여태 시리즈 중 가장 매력이 없다,3.0
이제 스토리나 액션 장면 측면에서 새로운 것을 기대하지 않는다. 빌런을 포함한 스타의 출현과 그의 펀치에 크게 의존하고 있다. 1편을 참조하여 잔인한 악당을 소개하려고 했지만 여전히 그에 미치지 못한다. 비액션장면이 지루해지는 것이 놀라운 일이 아니며 차라리 그가 펀치가 날리기만을 기다리게 된다.,2.0
영화 진짜 편하게 만든다,2.0
점차 또렷이 보이는 시리즈의 종말,2.5
빌런에 너무 익숙해져버린 나에게...,3.0
"‘아는 맛, 진부한 맛, 똑같은 맛’이라는 소리를 들어도 찾게되는 맛
팝콘무비로서 이만한 영화는 아직 없다는 생각이 들게되는 영화
아무리 짜쳐도 쉽고 재밌고 통쾌하면 장땡인 영화가 목적이었다면 목표달성인 영화
한국 경찰의 실제 업적을 섞어 보여주고 흥행도 얼추 보장되어 있으니 돈 지원받아 만들기도 좋은 영화
내가 제작자고 감독이어도 계속 시리즈로 만들수밖에 없는 영화",3.5
맨날 피의자 특정 어렵다고 수사중지 되는 걸 보다 보면 그냥 누가 저렇게라도 때려잡아왔으면 좋겠네 싶어진다. 그런 마음들 때문에 유지되는 시리즈겠지. 4편이 되도록 이 시리즈의 재미는 잘 모르겠다.,0.5
스토리는 엉성하고 마석도는 점점 주먹만 믿고 해결하려는 옛날 경찰스러워져 간다,2.0
재밋다 진짜,4.5
"자가복제라고 비난하는것도 지겨워 질때즘, 폭력의 포르노를 덧대어 한층더 밑으로 (또다시) 추락하다.",0.5
비슷할 걸 알면서도 어떨지 예상이 가면서도 보고싶었다..,3.5
재미가 없을만하면 터져나오는 끝내주는 액션씬들!,3.0
단골식당은 특별한게 먹고싶어 가는게 아니라 아는맛이 땡길때 가는법,3.0
오우 오랜만에 봐서 그런가 전보다 더 잔인했던 거 같아요...ㅠ 그리고 왤케 술술 잘 풀리는 느낌...? 등장인물은 많고 각 인물의 서사가 짧아서 보다 만 기분..ㅠ,3.0
"톰브라운 장례식 마흔육십팔번째
폴리스다크아미 빼고 별로다 . .",2.5
"’클라우드 동기화는…핸드폰 바꿀 때 동기들이 몰려와가지고‘같은 대사들이 웃길거라고 생각하는 거야 뭐 그렇다치고, 솔직히 액션은 좀 뽑을 줄 알았다.",2.0
"이제 범죄도시 시리즈는 작품성으로 보는 게 아니라
중국집 쿠폰 모아 탕수육 서비스
커피 도장 받아 아아 한 잔 서비스
그냥 그렇게 모아지려나 보다",2.0
3보다 훨 낫다. 이동휘와 김무열의 캐릭터를 아주 기깔나게 뽑아냈다. 두 인물의 상반된 매력이 디테일까지 완벽하다. 역시 범죄도시는 빌런의 힘으로 이끌어가는 시리즈임을 다시 한번 느낌.,3.5
박지환 노래 잘하네?,3.0
베테랑2 보고 나니 선녀다,2.5
"동석형님😻😻😻
무열씨😻😻😻",4.5
