Review,Score
보다가 잠,1.0
악역이.너무 약하다..,3.5
주먹으로 일사천리 진행되니 반대급부로 극적 긴장감 소멸,2.0
시리즈가 재밌어서 챙겨봄,3.5
이제 멈춰;;;,1.0
"이걸 이제보네.. 근데 난 이 영화가 좋다
이유라면 이런저런 이유를 들겠지만 굳이 사람들을 설득할 자신은 없고 그냥 나도 아저씨가 되어가는 것 같아서
그래서 좋아하나보다",4.0
많이 가벼워진 영화,2.0
범죄도시 시리즈 중 가장 밋밋했던 적대자와 액션,2.5
,3.0
이걸 보고 이준혁 배우에게 완전 빠져서 여러번 돌려봤다. 뭔가 무서운 빌런이라기 보단 매력있는 악당처럼 나온 것 같다.  빌런이 전시리즈 빌런들보다 긴장감을 주지못해 아쉬웠지만 일본마약 소재를 넣어서 범죄도시 시리즈 중 밀린다는 느낌은 없었다.,4.5
우려먹기,0.5
개그신 없었으면 망할 뻔,1.5
난 이런 영화가 좋아 주인공이 무적인 거,4.5
전작들보다 더욱 매력이 떨어지는,2.5
킬링타임용?,3.0
이준혁 잘생겨서 끝까지 볼 수 있었다,1.0
어째 시리즈 내는 속도가 점점 빨라지는 듯하다.,3.0
돌파구보다 한계점이 엿보인다.,2.5
빌런의 무매력이 이번 시즌 재미를 가장 반감시키는 요소인 듯. 범죄도시 빌런 특유의 마초 이미지가 이준혁에게 유난히 안맞는 옷 같아 아쉬웠음. 차라리 경찰 내부자인만큼 주변사람들이 쉽게 예상할 수 없도록 이준혁이 가진 반듯한 이미지를 살린 해석을 했다면 그동안 범죄도시 빌런 이미지를 벗고 한층 더 매력적인 빌런이 탄생했을지도. 결국 기억에 남은건 초롱이니까.,2.5
"1068만 관객...
또 천만??",4.0
,2.0
실망 그 잡채,1.5
"빌런이 둘 이라서 집중이 안 되고, 뭔가 엉성하지만 영화 장르가 마동석임",3.0
타 영화의 빌런들은 불법을 저지르지만 매력적인 이유를 알아냈다.,3.0
기대가 너무 컸나,2.5
주먹 소리와 반비례하는 웃음 소리,2.0
뭐.. 그래도 아직은 먹을만은 하다.,2.5
빠른 액션에 비해 떨어지는 쾌감,2.5
액션과 B급을 적절히 섞어야 맛있는데 이건 B맛이 너무 남. 액션은 반대로 맛 없었고,3.0
주변호사,2.0
대중에게 익숙함은 독이다,2.0
"너는 묵비권을 행사할 수 있고, 변호사는 내가 소개시켜 줄게. 들어와! 인사해, 주 변호사야.",3.0
"영화 보기 전 이준혁이 굳이 몸을 키울 필요가 있나 샤프한 빌런도 괜찮을건데 생각했음.
영화 본 후 어이쿠야 살려고 그랬구만 멧집이 필요했겠다. 이 생각만 듬.",3.5
"폭탄주 잘 말아드시는 우리 대통령님은 내 편과 적이 확실하시다.
내 편이 되면 높은 자리도 주시고, 달갈말이에 김치찌개까지 챙겨주신다.
대통령님 사람이 되려면 서울대를 나와야하고 되도록이면 법대에 검사 출신이면 더 확실하다.
술자리 좋아하는 사람도 대통령 편이 될 가능성이 높다.
누가 더 쎄냐 겨뤄서 대통령을 이긴다면 분명 한 자리 챙겨주실 것이다.
반대로 적이 되면 압수수색 300번 받게 될 것이니 단단히 마음 먹어야한다.
뭐 하나 나올 때까지. 없으면 만들어서라도 죽이는 게 대통령 방식이다.
달걀말이 하나 더 집어먹겠다고 달려드는 기자들이 그래서 더 한심스러웠다.
그런 건 개한테서나 볼 수 있는데 말이다.",3.0
시간때우기,3.5
마동석이 범죄조직을 만남 > 싸움 > 이김,1.5
역시 한국판 마블답군 킬링타임으로 너무 좋음,3.0
"카타르시스 없는 약한 빌런
웃음 없는 똥방귀 개그",2.0
개그요소들이 다 웃겨용 마동석 짱 !,4.5
아가리또 고자이마스 < 대사 미친줄 알았음.,0.5
이게 왜이렇게 인기가 많은거냐,2.5
.,3.0
주인공의 매력보다 중요한 것은 빌런의 매력,2.0
"초롱이 아니었음 어쩔 뻔 했나

2편이랑 감독이 같다는 사실이 믿기지가 않는다...",2.5
그럼에도 범죄도시4를 보겠지,2.0
최준혁 얼굴을 그렇게 쓰다니…. 깡패 같으면서도 아닌 것 같으면서도… 좀 잘생긴 머리쓰는 역할로 했으면 싶음 사실 범죄도시는 내용은 다 똑같타서 범죄자 보는 맛이 있는데 취준혁 본캐는 잘생겼는데 악당으로서의 매력이 많이 안 보였음🥺,2.5
악인 동정 금지를 표방한 서사 부재는 각본가의 나태에 가져다 붙이는 허울 좋은 핑계일 뿐,1.5
액션씬은 좋아졌지만 4편 중에 제일 긴장감이 없는 편이다. 시간낭비일 정도로,2.0
초롱이의 등장,2.0
"""믿고 보는 <범죄도시>식 유머와 액션! 하지만, 가장 중요한 빌런의 부재가 큰 후속편""",3.0
ㄴㅈ,2.0
갈수록 빌런의 매력이 떨어진다.,1.5
"(영화관 +0.5)
본인은 범죄도시 1 2를 안봤다. 그럼에도 3편은 재밌게 봤는데 그러면 1편 2편은 얼마나 더 재밌는 걸까 기대가 된다.
원래 이런 영화는 뇌빼고 생각없이 마동석이 다 때려잡는 것만 보면 되는 영화이기 때문에 보기도 아주 편하다. 물론 그런 점 때문에 마동석이 절대 지지않는 다는 확신과 실제로도 그러한 결말 때문에 긴장감이 부족하긴 하다.
참고로 본인은 초롱이 보다 전석호씨의 김양호가 더 맘에 들었다.",4.0
부분적으로는 증가했는데 전체적으로는 변함없는 경우,3.0
"이제 그만.만들자니까...그밥에 그나물인데
밥도 식도 나물도 삭았다
더는 새롭지 않고 식상하다",1.0
OTT로 봐야 가성비,2.5
"줄거리... '마석도 짱'

범죄도시 1,2에 비해 너무 시간떼우기용 오락으로 변해버림.

재밌는 개그가 어디있지?",2.5
"한줄평 : 타격감은 확실하게 느낄 수 있다.

3줄 줄거리
신종 마약이 한국에 퍼지기 시작한다.
광수대 마석도 형사는 사건을 파헤치기 시작한다.
앞을 막는 것(?)들을 시원하게 때려 부순다.

리키 역을 맡은 아오키 무네타카를 보며
카지노의 존이 떠올랐는데, 다른 사람이었다.

다들 공통적으로 얘기하는게 악당의 무게감이
1, 2편에 비해 떨어진다는 것이다.
마형사의 능력치가 올라간게 원인이지 싶다.

마형사가 시원하게 주먹 날리는 것에 집중하다 보니,
그리고 결국엔 마형사가 이기는 스토리이기에,
처음 1편을 보며 가졌던 조마조마함은 없어지긴 했다.

8편까지 시나리오가 이미 있다고 하는데,
4편이 나오면 보긴 보겠지만...",3.5
"혹평이 자자하지만
저한테는 가장 애정이 큰 시즌입니다
그러니까 아기 성철이를 예뻐해주세요",3.0
메인 빌런의 임팩트가 부족.,3.0
"어, 인사해. 주변호사야.",2.5
너무나 무성의한 자가복제,2.0
살면서 범죄도시 시리즈 중에 3만 봤는데 억울함,3.5
빌런 노식 제일 한국 아저씨같음,1.5
그래도 내가 기대하는 것들이 열심히 충족되었다.,3.0
4 보려고 뒤늦게 봤는데 보러 갈 마음이 싹 사라짐,2.0
"20249604
통쾌함으로 보는 듯
이준혁의 잘생김은 가려졌지만 목소리가 왜캐 좋은건데...",3.5
킬링타임으로 굿굿~,3.5
"뭣도 아닌 영화 출연진은 도대체 왜 바꾼건지,,, 한국 영화 고름 시작",1.0
,3.0
시리즈물은 항상 1>2>3 으로 새로운게 나올때마다 전작보다 못하다. 현 대한민국에서 가장 바라는 권선징악. 관객은 환호할 수 밖에 없다. 억지 개그. 빈약한 빌런. 그냥 통쾌한가? 싶지만 부실한 점이 조목조목. 하지만 매번 흥행하는 이유는 역시 한국이 가장 바라는 정의의 형태가 아닐까 싶다. 24.06.02,2.0
나 같은 경우 이런 영화를 보면 정말 편찮다…. 집가서 뇌좀 씻어야겠음,2.0
"이제는 이게 범죄도시였나 베테랑이었나 황야였나
아무 의미가 없어짐",0.5
"범죄도시3으로 시리즈를 접했는데
확실히 임팩트가 너무 부족한듯",2.5
이제 무너질것 같은 위험한 자가복제,2.5
"무게감 떨어지는 미스매치 빌런
꾸준한 주인공",2.5
범죄도시1>>2>3,2.5
빌런도 약했고 식상하다.,2.0
슬슬 반복이 되어가는 중.,2.5
아무리 '범죄도시' 시리즈라고 해도 이건 선을 넘었다.,1.0
애들 장난,1.0
두뇌형 악역이라그래서 기대했는데 속았잖아…,2.0
예상에서 벗어나려다가 기대에서 벗어나버리는,2.5
무능한 현실에 대한 반발 하나로 환상 같은 액션과 코미디에 열광할 수가 있나,2.0
"아는 맛이라 걱정은 안되는데 질리긴 한다.
-
이제는 질리는 맛인 걸 알아서 걱정이 된다. 마석도의 주먹이 묵직하게 느껴지지 않고 빌런이 무섭지가 않다. 4편이 공개된 시점에 관람했지만 4편마저도 억지 천만. 시리즈가 계속 나온다는데 글쎄.. 나는 그만 따라가야겠다.
-
초롱이 하나로 천만 찍은 거 아니었나? 그 정돈가? 나를 상대로 세상이 몰카 하는 기분",2.0
"뻔하디뻔한, 단순히 뇌리만 스치는, 주마등 같은 영화
뭐가 됐든 적당히 좀 쓸어라",2.5
지금까지 나온 것 중 제일 약함,2.0
,3.0
그저 한숨만...,1.0
시리즈 3의 첫 싸움을 보고 복싱 영화인 줄 알았다.,4.0
"전편들과는 아예 다른 영화가 되었다. 모든게 다 가벼워지며 개연성이 실종되었다. 이 상태로는 시리즈를 끌고가기 어렵다.
그래도 적절한 코미디에 그나마..",2.5
언제까지 싹 쓸래,2.5
킬링타임으로 보기에 좋은 영화,2.0
"강철중, 맥클레인... 마석도 글쎄?",1.0
"범죄 영화에서 범죄자를 묘사할 시도조차 하지 않았다.
그저 마약 쫓기 레이스?",3.5
주성철은 안무서워,3.0
하나같이 멍청한 캐릭터들의 멋진척하는 연기,2.5
마동석이 매번 제일 쎈게 마음에 든다,3.0
초롱이에게 모든 별점을 드립니다,3.0
"하하 이건 탈출해서 처음으로 본 영화 !
잘 기억은 안 나지만 4편을 볼 마음이 없진 않으니 그럭저럭 괜찮았던걸로- 하지만 악역이 섹시하진 않았다",3.5
4를 위한 돈벌이 수단,0.5
빌런이 생각보다 매력적이지 못한..,3.0
범죄도시 시리즈 중에서 유일한 노잼,2.5
30분 보고 껐다. 도저히 볼 수 없는 오글거림과 답답한 전개.,0.5
디플에서 켜두고 딴짓 하면서 다섯번 나눠서 봤는데도 아직 다 못본 걸작,2.0
달달한 아저씨가 없고 밍밍한 아저씨들뿐 ㅜ 장이수내놔,3.0
"엄청난 클리셰와 이전보다는 아쉬운 캐릭터들
킬링타임 그저 그 뿐.",3.5
아가리또 고자이마스,2.5
"1,2보다 임팩트가 없다",2.5
이준혁이 머리쓴 지능캐인지도 모르겠고 등장인물만 많이 등장시켜서 빌런 존재감도 약하고 지루함,2.5
아쉽긴 한데 이정도로는 관객이 떠나지 않을것을 아는지 모르는지 밀당 쩌는 시리즈,4.0
막 맛있진 않네 액션이 약하다,2.5
펀치에서 총 소리가 난다.,2.0
전작들에비해 액션과 개그에 훨쎈 더 신경은 썼지만 점점 더 지루해지는 아이러니,2.5
생각없이 볼만한 영환데 생각없이 봐도 전작에 비해 몰입감은 떨어진다,3.0
"그래서 3편은 도대체 빌런이 누구였죠??
초롱이밖에 기억 안나는 영화",2.0
"4편 보려고 집에서 급하게 3편 수혈.
어차피 줄거리 별 거 없고 마동석이 때려 부수는 거 보는 맛에 보는 거니까. 그런 시리즈이기도 하고.

근데 내용이야 어떻든 영화관에서 봐야 재미있는 것 같다. TV로 보면 사운드가 너무 후달린다고 해야 하나. 확실히 재미가 덜해.",2.5
"미국에서 ㄷㅇ이랑 본건데 일단 내용 기억안나거 4점
다사 보고 별점 매겨야지",4.0
"빌런 포르노
그리고 마동석",2.5
"빌런의 무게감이 급하강, 시리즈의 매력도 곤두박질.",2.5
정말 뻔한 스토리라인과 뻔한 악당(왜 일본 최고의 야쿠자를 그렇게 약골로 만들었는지도 이해가 안간다),2.5
분산되는 잽에 빼앗긴 아쉬운 한 방.,2.5
익숙한 개그에 저항없이 빵빵터짐,3.5
"메인빌런, 서브빌런 모두 너무 약했다. 잠시 쉬어가는 시리즈의 휴식처라고 생각하지 뭐",2.5
4 보기 전에 봤는데 악역이 너무 순한맛이다,2.0
230504,3.0
권투를 잘하는 마석도.,5.0
